s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 3.2101068E+002, 2.4017901E+002,-7.8567558E+001,-1.0783300E+002,-5.5840435E+001,-1.5496767E-002, 0.0000000E+000, 0.0000000E+000,-1.9936923E+000,-2.0774777E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.2198022E+002, 2.3911189E+002,-7.8259065E+001,-1.0178342E+002,-5.7022422E+001,-1.5524695E-002, 0.0000000E+000, 0.0000000E+000, 2.2349839E+000, 2.0314608E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.2294305E+002, 2.4263261E+002,-8.0084914E+001,-1.0068916E+002,-5.7133858E+001,-1.5524674E-002, 0.0000000E+000, 0.0000000E+000, 4.6790015E+000, 4.7091526E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.2391904E+002, 2.3968914E+002,-7.8532782E+001,-9.6041958E+001,-5.9024200E+001,-1.5533073E-002, 0.0000000E+000, 0.0000000E+000, 6.2455725E+000, 6.0746631E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.2488837E+002, 2.4039909E+002,-7.9565013E+001,-1.0779559E+002,-5.8677839E+001,-1.5481095E-002, 0.0000000E+000, 0.0000000E+000,-5.6178714E+000,-5.6548370E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.2586249E+002, 2.3975602E+002,-7.8385584E+001,-1.0739699E+002,-5.6864763E+001,-1.5578122E-002, 0.0000000E+000, 0.0000000E+000,-2.6891874E+000,-2.9068889E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.2682932E+002, 2.3942312E+002,-7.8823592E+001,-1.0428704E+002,-5.6340467E+001,-1.5464844E-002, 0.0000000E+000, 0.0000000E+000,-1.8661395E-001,-4.3447565E-002, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.2779727E+002, 2.3833994E+002,-7.8555519E+001,-9.4119766E+001,-5.6609083E+001,-1.5449766E-002, 0.0000000E+000, 0.0000000E+000, 9.1818542E+000, 9.0401230E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.2877222E+002, 2.4028855E+002,-7.9225157E+001,-9.9687917E+001,-5.9225384E+001,-1.5483568E-002, 0.0000000E+000, 0.0000000E+000, 2.3765983E+000, 2.1346060E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.2973828E+002, 2.4241783E+002,-7.9605879E+001,-1.0249365E+002,-5.8688772E+001,-1.5520679E-002, 0.0000000E+000, 0.0000000E+000, 1.8457169E+000, 1.6140053E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.3070859E+002, 2.3857828E+002,-7.8455575E+001,-1.0374212E+002,-5.6004169E+001,-1.5505530E-002, 0.0000000E+000, 0.0000000E+000, 5.6228204E-001, 3.6090848E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.3167422E+002, 2.3998344E+002,-7.8804897E+001,-9.8615174E+001,-5.5093782E+001,-1.5486701E-002, 0.0000000E+000, 0.0000000E+000, 7.4481302E+000, 7.4540992E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.3264282E+002, 2.3967974E+002,-7.9633349E+001,-1.0187923E+002,-5.6380191E+001,-1.5553606E-002, 0.0000000E+000, 0.0000000E+000, 1.9056266E+000, 1.7714096E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.3361887E+002, 2.3778775E+002,-7.8327373E+001,-1.1686843E+002,-5.8581287E+001,-1.5436370E-002, 0.0000000E+000, 0.0000000E+000,-1.5939663E+001,-1.6004770E+001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.3458035E+002, 2.4153539E+002,-7.9201661E+001,-1.0608005E+002,-5.7949215E+001,-1.5389287E-002, 0.0000000E+000, 0.0000000E+000,-1.7161628E+000,-1.7109162E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.3555844E+002, 2.3790957E+002,-7.8307212E+001,-1.0382421E+002,-5.7463368E+001,-1.5502961E-002, 0.0000000E+000, 0.0000000E+000,-1.5650112E+000,-1.7007217E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.3652505E+002, 2.4231614E+002,-7.9476603E+001,-1.0643695E+002,-5.7611312E+001,-1.5514457E-002, 0.0000000E+000, 0.0000000E+000,-1.0560979E+000,-1.2242323E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.3749759E+002, 2.4044527E+002,-7.8673661E+001,-1.1251749E+002,-5.8047697E+001,-1.5493492E-002, 0.0000000E+000, 0.0000000E+000,-8.8020158E+000,-8.8090753E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.3846500E+002, 2.3847910E+002,-7.8647431E+001,-1.0338989E+002,-5.7839700E+001,-1.5475681E-002, 0.0000000E+000, 0.0000000E+000,-1.3106868E+000,-1.4134001E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.3943274E+002, 2.3881074E+002,-7.8382261E+001,-1.1236743E+002,-5.7005101E+001,-1.5458243E-002, 0.0000000E+000, 0.0000000E+000,-8.8769154E+000,-8.9595128E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.4040750E+002, 2.4217508E+002,-7.9427682E+001,-1.0625134E+002,-5.6189221E+001,-1.5491403E-002, 0.0000000E+000, 0.0000000E+000, 4.3795780E-001, 2.9134554E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.4137814E+002, 2.3879402E+002,-7.8767316E+001,-1.0261106E+002,-5.6955580E+001,-1.5484806E-002, 0.0000000E+000, 0.0000000E+000, 5.7588085E-001, 4.4457275E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.4234540E+002, 2.4046312E+002,-7.8937137E+001,-1.0026966E+002,-5.6833712E+001,-1.5514811E-002, 0.0000000E+000, 0.0000000E+000, 4.2043259E+000, 4.4070995E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.4331931E+002, 2.3864797E+002,-7.8184394E+001,-1.0414644E+002,-5.6013558E+001,-1.5463794E-002, 0.0000000E+000, 0.0000000E+000, 6.8504298E-001, 2.8811635E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.4428738E+002, 2.4146071E+002,-7.9141197E+001,-1.0124381E+002,-5.6571087E+001,-1.5479641E-002, 0.0000000E+000, 0.0000000E+000, 4.4924665E+000, 4.4891365E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.4525293E+002, 2.4005612E+002,-7.8569160E+001,-1.0929313E+002,-5.6740566E+001,-1.5502486E-002, 0.0000000E+000, 0.0000000E+000,-4.4867307E+000,-4.5622393E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.4623044E+002, 2.3974877E+002,-7.8692865E+001,-1.0631337E+002,-5.5998301E+001,-1.5509201E-002, 0.0000000E+000, 0.0000000E+000,-1.3459902E+000,-1.2712764E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.4719138E+002, 2.3863244E+002,-7.8635909E+001,-1.0603537E+002,-5.5771652E+001,-1.5439291E-002, 0.0000000E+000, 0.0000000E+000,-1.6365624E+000,-1.8259304E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.4816144E+002, 2.4025283E+002,-7.9102359E+001,-1.0503814E+002,-5.7291242E+001,-1.5522696E-002, 0.0000000E+000, 0.0000000E+000,-1.3978415E+000,-1.1944365E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.4913513E+002, 2.4197080E+002,-7.8812892E+001,-1.1007335E+002,-5.7839983E+001,-1.5501887E-002, 0.0000000E+000, 0.0000000E+000,-4.5679807E+000,-4.7709210E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5010062E+002, 2.3902060E+002,-7.8809368E+001,-1.0727125E+002,-5.6363998E+001,-1.5538367E-002, 0.0000000E+000, 0.0000000E+000,-3.3170219E+000,-3.4395481E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5108148E+002, 2.4056071E+002,-7.8902847E+001,-1.1046774E+002,-5.4658827E+001,-1.5587199E-002, 0.0000000E+000, 0.0000000E+000,-3.4549814E+000,-3.4842924E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5204370E+002, 2.3893508E+002,-7.8477008E+001,-9.4637854E+001,-5.6008841E+001,-1.5527416E-002, 0.0000000E+000, 0.0000000E+000, 9.8282272E+000, 9.7958486E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5301822E+002, 2.3938484E+002,-7.8636640E+001,-1.0634004E+002,-5.7664324E+001,-1.5463212E-002, 0.0000000E+000, 0.0000000E+000,-2.9558224E+000,-3.2716297E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5398044E+002, 2.4200275E+002,-7.9293495E+001,-1.1051855E+002,-5.8063217E+001,-1.5455597E-002, 0.0000000E+000, 0.0000000E+000,-5.6234082E+000,-5.8879686E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5495300E+002, 2.3966560E+002,-7.8302898E+001,-1.1130100E+002,-5.6215430E+001,-1.5554285E-002, 0.0000000E+000, 0.0000000E+000,-5.8774601E+000,-6.1692875E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5592789E+002, 2.4036798E+002,-7.8746944E+001,-1.0053843E+002,-5.3994562E+001,-1.5530194E-002, 0.0000000E+000, 0.0000000E+000, 6.9930148E+000, 7.0725125E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5690121E+002, 2.3929710E+002,-7.8241927E+001,-1.0063147E+002,-5.3854540E+001,-1.5538358E-002, 0.0000000E+000, 0.0000000E+000, 6.5712763E+000, 6.5536228E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5786353E+002, 2.4017854E+002,-7.9014169E+001,-1.0357156E+002,-5.5652223E+001,-1.5570009E-002, 0.0000000E+000, 0.0000000E+000, 2.0802551E+000, 1.9250140E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5883282E+002, 2.4078911E+002,-7.9059051E+001,-1.0473666E+002,-5.8516836E+001,-1.5540567E-002, 0.0000000E+000, 0.0000000E+000,-1.4059141E+000,-1.5389799E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.5980304E+002, 2.3808070E+002,-7.7958917E+001,-9.9164478E+001,-5.7495559E+001,-1.5509372E-002, 0.0000000E+000, 0.0000000E+000, 3.9286134E+000, 3.4462339E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.6077338E+002, 2.4134273E+002,-7.8973849E+001,-1.0520687E+002,-5.5190769E+001,-1.5476945E-002, 0.0000000E+000, 0.0000000E+000, 2.1772079E+000, 1.9557669E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.6175070E+002, 2.3998846E+002,-7.9060249E+001,-1.0760063E+002,-5.7940777E+001,-1.5512518E-002, 0.0000000E+000, 0.0000000E+000,-4.3455232E+000,-4.6287162E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.6271866E+002, 2.4006439E+002,-7.9156543E+001,-1.0510529E+002,-5.6478883E+001,-1.5456566E-002, 0.0000000E+000, 0.0000000E+000,-5.4985724E-001,-6.9178481E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.6369211E+002, 2.3918749E+002,-7.8457845E+001,-9.8806388E+001,-5.6189215E+001,-1.5455628E-002, 0.0000000E+000, 0.0000000E+000, 5.7377117E+000, 5.7185827E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.6466122E+002, 2.3751136E+002,-7.8774766E+001,-9.6284124E+001,-5.6978077E+001,-1.5386832E-002, 0.0000000E+000, 0.0000000E+000, 5.6470904E+000, 5.4590051E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.6562585E+002, 2.4068703E+002,-7.9215397E+001,-1.0547237E+002,-5.8430925E+001,-1.5359238E-002, 0.0000000E+000, 0.0000000E+000,-2.3678413E+000,-2.4470248E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.6659027E+002, 2.4244583E+002,-7.9485422E+001,-1.0746699E+002,-5.7637779E+001,-1.5560706E-002, 0.0000000E+000, 0.0000000E+000,-2.0103751E+000,-2.1599227E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.6756586E+002, 2.3798011E+002,-7.8554821E+001,-9.9016385E+001,-5.8473271E+001,-1.5497292E-002, 0.0000000E+000, 0.0000000E+000, 2.5587073E+000, 1.9201352E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.6854028E+002, 2.3953860E+002,-7.9283226E+001,-1.0503794E+002,-5.7460889E+001,-1.5458682E-002, 0.0000000E+000, 0.0000000E+000,-2.0167271E+000,-2.2589101E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.6950327E+002, 2.4102964E+002,-7.9592440E+001,-9.7159164E+001,-5.8765167E+001,-1.5404094E-002, 0.0000000E+000, 0.0000000E+000, 5.4663058E+000, 5.4974700E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.7047626E+002, 2.4003006E+002,-7.9088244E+001,-1.0279095E+002,-5.9989861E+001,-1.5432930E-002, 0.0000000E+000, 0.0000000E+000,-1.7377476E+000,-1.8544226E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.7144327E+002, 2.3719770E+002,-7.8153571E+001,-1.0553952E+002,-5.8051720E+001,-1.5446888E-002, 0.0000000E+000, 0.0000000E+000,-4.4201917E+000,-4.5625611E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.7241412E+002, 2.4078622E+002,-7.9617604E+001,-1.1266987E+002,-5.8421043E+001,-1.5432482E-002, 0.0000000E+000, 0.0000000E+000,-9.8507720E+000,-9.9377281E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.7338705E+002, 2.4124514E+002,-7.9019530E+001,-1.0424100E+002,-5.8483391E+001,-1.5467013E-002, 0.0000000E+000, 0.0000000E+000,-5.4736941E-001,-5.1424786E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.7435248E+002, 2.4104702E+002,-7.9308078E+001,-9.4262611E+001,-5.6232474E+001,-1.5452271E-002, 0.0000000E+000, 0.0000000E+000, 1.1144257E+001, 1.1228406E+001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.7532339E+002, 2.3828813E+002,-7.8099211E+001,-9.5616295E+001,-5.6342270E+001,-1.5427711E-002, 0.0000000E+000, 0.0000000E+000, 8.5832512E+000, 8.2149235E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.7629492E+002, 2.4127962E+002,-7.9780608E+001,-1.0430025E+002,-5.6199576E+001,-1.5423347E-002, 0.0000000E+000, 0.0000000E+000, 1.0227229E+000, 9.8376205E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.7727118E+002, 2.4001306E+002,-7.9152718E+001,-9.4040897E+001,-5.8151038E+001,-1.5438466E-002, 0.0000000E+000, 0.0000000E+000, 9.0210841E+000, 8.6529657E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.7823721E+002, 2.3776442E+002,-7.8683305E+001,-1.1355137E+002,-5.9180093E+001,-1.5431372E-002, 0.0000000E+000, 0.0000000E+000,-1.3162240E+001,-1.3665781E+001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.7921127E+002, 2.4046446E+002,-7.8641528E+001,-1.0228811E+002,-5.6600370E+001,-1.5477316E-002, 0.0000000E+000, 0.0000000E+000, 3.0531114E+000, 2.9189842E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8017548E+002, 2.4120161E+002,-7.9248079E+001,-1.0504808E+002,-5.7431065E+001,-1.5487240E-002, 0.0000000E+000, 0.0000000E+000,-3.8457830E-001,-5.4109895E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8114261E+002, 2.3551004E+002,-7.8045097E+001,-1.1243344E+002,-5.8597088E+001,-1.5368961E-002, 0.0000000E+000, 0.0000000E+000,-1.3523070E+001,-1.3580958E+001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8211124E+002, 2.4464363E+002,-8.0286785E+001,-9.7194757E+001,-5.8792106E+001,-1.5487063E-002, 0.0000000E+000, 0.0000000E+000, 8.3329958E+000, 8.3544926E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8308270E+002, 2.3867899E+002,-7.8630672E+001,-1.0130353E+002,-5.8887782E+001,-1.5452554E-002, 0.0000000E+000, 0.0000000E+000,-1.1079615E-001,-1.5843980E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8405991E+002, 2.3984910E+002,-7.8662547E+001,-1.0970975E+002,-5.7978144E+001,-1.5469575E-002, 0.0000000E+000, 0.0000000E+000,-6.2736589E+000,-6.5168118E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8502841E+002, 2.4096971E+002,-7.9790369E+001,-1.1043290E+002,-5.6282767E+001,-1.5447912E-002, 0.0000000E+000, 0.0000000E+000,-5.5277580E+000,-5.5517692E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8599725E+002, 2.4002231E+002,-7.9356236E+001,-1.0853738E+002,-5.7516415E+001,-1.5374590E-002, 0.0000000E+000, 0.0000000E+000,-5.4196893E+000,-5.4030930E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8696213E+002, 2.4023229E+002,-7.8706152E+001,-1.0496031E+002,-5.8327206E+001,-1.5468752E-002, 0.0000000E+000, 0.0000000E+000,-1.6167312E+000,-1.7768503E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8794205E+002, 2.3836976E+002,-7.8737949E+001,-9.5849513E+001,-5.7323186E+001,-1.5414296E-002, 0.0000000E+000, 0.0000000E+000, 6.6054242E+000, 6.4436975E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8890439E+002, 2.4210061E+002,-7.9589638E+001,-9.9549249E+001,-5.6170495E+001,-1.5468690E-002, 0.0000000E+000, 0.0000000E+000, 6.8387365E+000, 6.7757589E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.8988281E+002, 2.4011340E+002,-7.9027824E+001,-1.1096615E+002,-5.8178376E+001,-1.5484655E-002, 0.0000000E+000, 0.0000000E+000,-7.8678919E+000,-8.0744313E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.9085056E+002, 2.3516074E+002,-7.8020773E+001,-1.0340945E+002,-5.7839578E+001,-1.5387861E-002, 0.0000000E+000, 0.0000000E+000,-3.8876671E+000,-4.1244504E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.9181866E+002, 2.4200589E+002,-7.9256384E+001,-1.0394997E+002,-5.7388649E+001,-1.5417392E-002, 0.0000000E+000, 0.0000000E+000, 1.5642234E+000, 1.3954634E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.9278989E+002, 2.3957576E+002,-7.9200013E+001,-1.0042325E+002,-5.7270886E+001,-1.5379524E-002, 0.0000000E+000, 0.0000000E+000, 2.4811280E+000, 2.6662336E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.9375366E+002, 2.3973497E+002,-7.8973767E+001,-1.0124061E+002,-5.6972301E+001,-1.5419189E-002, 0.0000000E+000, 0.0000000E+000, 2.8109813E+000, 2.5328790E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.9473166E+002, 2.4231789E+002,-7.9800001E+001,-1.0757694E+002,-5.9509076E+001,-1.5455322E-002, 0.0000000E+000, 0.0000000E+000,-4.5686424E+000,-4.5835783E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.9569250E+002, 2.3964487E+002,-7.8638086E+001,-1.0242141E+002,-5.9279254E+001,-1.5418869E-002, 0.0000000E+000, 0.0000000E+000,-4.9470840E-001,-7.0929387E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.9666400E+002, 2.4017792E+002,-7.8511028E+001,-9.4490981E+001,-5.7498999E+001,-1.5369469E-002, 0.0000000E+000, 0.0000000E+000, 9.8522293E+000, 9.6615433E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.9763480E+002, 2.3799665E+002,-7.8392197E+001,-9.7463215E+001,-5.5335644E+001,-1.5371324E-002, 0.0000000E+000, 0.0000000E+000, 7.0222830E+000, 6.7902270E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.9861139E+002, 2.3775624E+002,-7.8941364E+001,-1.0195122E+002,-5.5954120E+001,-1.5393778E-002, 0.0000000E+000, 0.0000000E+000, 1.0460608E+000, 8.9413734E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 3.9957629E+002, 2.4127765E+002,-7.9460618E+001,-1.1682390E+002,-5.8099289E+001,-1.5400684E-002, 0.0000000E+000, 0.0000000E+000,-1.3061535E+001,-1.3121559E+001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.0054498E+002, 2.4126124E+002,-7.9272872E+001,-1.0625680E+002,-5.8234413E+001,-1.5433528E-002, 0.0000000E+000, 0.0000000E+000,-2.3812527E+000,-2.5182770E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.0151334E+002, 2.4063128E+002,-7.8675334E+001,-1.0988320E+002,-5.6666183E+001,-1.5468381E-002, 0.0000000E+000, 0.0000000E+000,-4.3964016E+000,-4.6089015E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.0248560E+002, 2.3842566E+002,-7.8637526E+001,-1.0370807E+002,-5.6584714E+001,-1.5469659E-002, 0.0000000E+000, 0.0000000E+000,-5.4572352E-001,-5.2011502E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.0345892E+002, 2.4099333E+002,-7.8902774E+001,-1.0410856E+002,-5.6093975E+001,-1.5496359E-002, 0.0000000E+000, 0.0000000E+000, 1.9762407E+000, 1.8725173E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.0442413E+002, 2.4123540E+002,-7.9182332E+001,-1.0012304E+002,-5.7981109E+001,-1.5553857E-002, 0.0000000E+000, 0.0000000E+000, 4.2086338E+000, 3.9333664E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.0539310E+002, 2.4064100E+002,-7.9192126E+001,-1.0742186E+002,-5.7121297E+001,-1.5533248E-002, 0.0000000E+000, 0.0000000E+000,-2.8952081E+000,-3.1098150E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.0637189E+002, 2.3664878E+002,-7.8111124E+001,-1.0724833E+002,-5.8417271E+001,-1.5497906E-002, 0.0000000E+000, 0.0000000E+000,-7.0399818E+000,-7.1434416E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.0734140E+002, 2.4189162E+002,-7.9205807E+001,-1.0377114E+002,-5.7235890E+001,-1.5465774E-002, 0.0000000E+000, 0.0000000E+000, 1.7772867E+000, 1.6633169E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.0830139E+002, 2.3813498E+002,-7.8356678E+001,-1.0801831E+002,-5.8170697E+001,-1.5430174E-002, 0.0000000E+000, 0.0000000E+000,-6.5025563E+000,-6.4261385E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.0927695E+002, 2.4180865E+002,-7.9174472E+001,-1.0011439E+002,-5.8748894E+001,-1.5498435E-002, 0.0000000E+000, 0.0000000E+000, 4.0295919E+000, 3.7553959E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.1024551E+002, 2.4027079E+002,-7.8915872E+001,-9.9053928E+001,-5.7328849E+001,-1.5535775E-002, 0.0000000E+000, 0.0000000E+000, 5.1350398E+000, 4.9566059E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.1122388E+002, 2.3961943E+002,-7.8957254E+001,-1.1255075E+002,-5.8088990E+001,-1.5596920E-002, 0.0000000E+000, 0.0000000E+000,-9.8324794E+000,-9.9931560E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.1218649E+002, 2.4059126E+002,-7.9167835E+001,-1.2259710E+002,-5.8682145E+001,-1.5572323E-002, 0.0000000E+000, 0.0000000E+000,-1.9841467E+001,-1.9871394E+001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.1316165E+002, 2.3620720E+002,-7.7547412E+001,-1.1062788E+002,-5.5817010E+001,-1.5484278E-002, 0.0000000E+000, 0.0000000E+000,-7.8068847E+000,-7.8005899E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.1412744E+002, 2.4204868E+002,-7.8734781E+001,-1.0029660E+002,-5.7099115E+001,-1.5479574E-002, 0.0000000E+000, 0.0000000E+000, 5.9981413E+000, 5.9027019E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.1509009E+002, 2.4175489E+002,-7.9196454E+001,-1.0447213E+002,-5.7607534E+001,-1.5488241E-002, 0.0000000E+000, 0.0000000E+000, 5.9910159E-001, 4.6328701E-001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.1606470E+002, 2.4062912E+002,-7.8701686E+001,-9.4071934E+001,-5.7054450E+001,-1.5566356E-002, 0.0000000E+000, 0.0000000E+000, 1.1068591E+001, 1.0785481E+001, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.1703110E+002, 2.3748903E+002,-7.7927349E+001,-1.0559211E+002,-5.6293343E+001,-1.5551744E-002, 0.0000000E+000, 0.0000000E+000,-2.1769907E+000,-2.3393230E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
 4.1800171E+002, 2.3629926E+002,-7.7523662E+001,-9.9335096E+001,-5.6309820E+001,-1.5457500E-002, 0.0000000E+000, 0.0000000E+000, 3.2660943E+000, 3.1152296E+000, 0.0000000E+000, 5.2175120E-003, 0.0000000E+000
